ReturnQuantity,ModelName,ProductCost,Region,Country,Continent,SubcategoryName,CategoryName,Month,Week,Day,Season,Productprice,Returned Revenue Loss,Internal Cost of Returns,Profit Lost on Returns
1,Water Bottle,1.8663,Canada,Canada,North America,Bottles and Cages,Accessories,August,34,Saturday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,Water Bottle,1.8663,Germany,Germany,Europe,Bottles and Cages,Accessories,August,34,Saturday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,HL Road Tire,12.1924,Northwest,United States,North America,Tires and Tubes,Accessories,August,34,Sunday,Summer,32.6,32.6,12.1924,20.407600000000002
1,Touring-1000,1481.9379,Southwest,United States,North America,Touring Bikes,Bikes,August,34,Sunday,Summer,2384.07,2384.07,1481.9379,902.1321000000003
1,Cycling Cap,5.7052,Canada,Canada,North America,Caps,Clothing,August,34,Sunday,Summer,8.6442,8.6442,5.7052,2.939
1,Water Bottle,1.8663,Canada,Canada,North America,Bottles and Cages,Accessories,August,34,Sunday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,August,35,Monday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,Short-Sleeve Classic Jersey,41.5723,Southwest,United States,North America,Jerseys,Clothing,August,35,Monday,Summer,53.99,53.99,41.5723,12.417700000000004
1,Water Bottle,1.8663,France,France,Europe,Bottles and Cages,Accessories,August,35,Monday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,Road Tire Tube,1.4923,France,France,Europe,Tires and Tubes,Accessories,August,35,Monday,Summer,3.99,3.99,1.4923,2.4977
1,Water Bottle,1.8663,Northwest,United States,North America,Bottles and Cages,Accessories,August,35,Tuesday,Summer,4.99,4.99,1.8663,3.1237000000000004
2,Patch kit,1.713,Northwest,United States,North America,Tires and Tubes,Accessories,August,35,Tuesday,Summer,4.58,9.16,3.426,5.734
1,Half-Finger Gloves,9.7136,Southwest,United States,North America,Gloves,Clothing,August,35,Tuesday,Summer,23.5481,23.5481,9.7136,13.834500000000002
1,Racing Socks,3.3623,Canada,Canada,North America,Socks,Clothing,August,35,Tuesday,Summer,8.99,8.99,3.3623,5.627700000000001
1,Mountain Tire Tube,1.8663,Canada,Canada,North America,Tires and Tubes,Accessories,August,35,Tuesday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,ML Road Tire,9.3463,France,France,Europe,Tires and Tubes,Accessories,August,35,Tuesday,Summer,24.99,24.99,9.3463,15.643699999999999
1,Road Bottle Cage,3.3623,Australia,Australia,Pacific,Bottles and Cages,Accessories,August,35,Tuesday,Summer,8.99,8.99,3.3623,5.627700000000001
1,Road Tire Tube,1.4923,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,35,Tuesday,Summer,3.99,3.99,1.4923,2.4977
1,Touring Tire Tube,1.8663,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,August,35,Tuesday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,Patch kit,0.8565,Northwest,United States,North America,Tires and Tubes,Accessories,August,35,Wednesday,Summer,2.29,2.29,0.8565,1.4335
1,Touring-3000,461.4448,Northwest,United States,North America,Touring Bikes,Bikes,August,35,Wednesday,Summer,742.35,742.35,461.4448,280.90520000000004
1,Touring Tire Tube,1.8663,France,France,Europe,Tires and Tubes,Accessories,August,35,Wednesday,Summer,4.99,4.99,1.8663,3.1237000000000004
1,Patch kit,0.8565,Australia,Australia,Pacific,Tires and Tubes,Accessories,August,35,Wednesday,Summer,2.29,2.29,0.8565,1.4335
1,Sport-100,12.0278,Northwest,United States,North America,Helmets,Accessories,September,35,Thursday,Autumn,33.6442,33.6442,12.0278,21.6164
1,LL Mountain Tire,9.3463,Canada,Canada,North America,Tires and Tubes,Accessories,September,35,Thursday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Mountain Bottle Cage,3.7363,France,France,Europe,Bottles and Cages,Accessories,September,35,Friday,Autumn,9.99,9.99,3.7363,6.2537
1,Road-550-W,605.6492,Australia,Australia,Pacific,Road Bikes,Bikes,September,35,Friday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Water Bottle,1.8663,Northwest,United States,North America,Bottles and Cages,Accessories,September,35,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,LL Road Tire,8.0373,Northwest,United States,North America,Tires and Tubes,Accessories,September,35,Saturday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Half-Finger Gloves,9.7136,Southwest,United States,North America,Gloves,Clothing,September,35,Saturday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Touring-1000,1481.9379,Canada,Canada,North America,Touring Bikes,Bikes,September,35,Saturday,Autumn,2384.07,2384.07,1481.9379,902.1321000000003
1,Mountain-200,1105.81,Australia,Australia,Pacific,Mountain Bikes,Bikes,September,35,Saturday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Patch kit,0.8565,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,35,Saturday,Autumn,2.29,2.29,0.8565,1.4335
1,Mountain Tire Tube,1.8663,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,35,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Touring-1000,1481.9379,Australia,Australia,Pacific,Touring Bikes,Bikes,September,35,Saturday,Autumn,2384.07,2384.07,1481.9379,902.1321000000003
1,Water Bottle,1.8663,Canada,Canada,North America,Bottles and Cages,Accessories,September,35,Sunday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Touring Tire,10.8423,Canada,Canada,North America,Tires and Tubes,Accessories,September,35,Sunday,Autumn,28.99,28.99,10.8423,18.1477
1,Mountain Tire Tube,1.8663,France,France,Europe,Tires and Tubes,Accessories,September,35,Sunday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Bike Wash,2.9733,United Kingdom,United Kingdom,Europe,Cleaners,Accessories,September,35,Sunday,Autumn,7.95,7.95,2.9733,4.9767
1,Water Bottle,1.8663,Northwest,United States,North America,Bottles and Cages,Accessories,September,36,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain-200,1105.81,Southwest,United States,North America,Mountain Bikes,Bikes,September,36,Monday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,HL Mountain Tire,13.09,Southwest,United States,North America,Tires and Tubes,Accessories,September,36,Monday,Autumn,35.0,35.0,13.09,21.91
1,Sport-100,12.0278,Canada,Canada,North America,Helmets,Accessories,September,36,Monday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,September,36,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Fender Set - Mountain,8.2205,Australia,Australia,Pacific,Fenders,Accessories,September,36,Monday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Sport-100,13.0863,Northwest,United States,North America,Helmets,Accessories,September,36,Tuesday,Autumn,34.99,34.99,13.0863,21.9037
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,September,36,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,Southwest,United States,North America,Bottles and Cages,Accessories,September,36,Tuesday,Autumn,9.99,9.99,3.7363,6.2537
1,Touring-1000,1481.9379,Germany,Germany,Europe,Touring Bikes,Bikes,September,36,Tuesday,Autumn,2384.07,2384.07,1481.9379,902.1321000000003
1,Patch kit,0.8565,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Tuesday,Autumn,2.29,2.29,0.8565,1.4335
1,Cycling Cap,5.7052,United Kingdom,United Kingdom,Europe,Caps,Clothing,September,36,Tuesday,Autumn,8.6442,8.6442,5.7052,2.939
1,Sport-100,12.0278,Southwest,United States,North America,Helmets,Accessories,September,36,Wednesday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Mountain-200,1105.81,Australia,Australia,Pacific,Mountain Bikes,Bikes,September,36,Wednesday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Women's Mountain Shorts,26.1763,Canada,Canada,North America,Shorts,Clothing,September,36,Thursday,Autumn,69.99,69.99,26.1763,43.8137
1,Mountain-200,1105.81,Australia,Australia,Pacific,Mountain Bikes,Bikes,September,36,Thursday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,LL Road Tire,8.0373,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Thursday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,September,36,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Water Bottle,1.8663,France,France,Europe,Bottles and Cages,Accessories,September,36,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,France,France,Europe,Bottles and Cages,Accessories,September,36,Friday,Autumn,9.99,9.99,3.7363,6.2537
1,Patch kit,0.8565,Germany,Germany,Europe,Tires and Tubes,Accessories,September,36,Friday,Autumn,2.29,2.29,0.8565,1.4335
1,Road-550-W,605.6492,Australia,Australia,Pacific,Road Bikes,Bikes,September,36,Saturday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Mountain Tire Tube,1.8663,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Short-Sleeve Classic Jersey,41.5723,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,September,36,Saturday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,Road Tire Tube,1.4923,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,36,Saturday,Autumn,3.99,3.99,1.4923,2.4977
1,LL Road Tire,8.0373,Germany,Germany,Europe,Tires and Tubes,Accessories,September,36,Sunday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Patch kit,0.8565,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,36,Sunday,Autumn,2.29,2.29,0.8565,1.4335
1,Road-550-W,605.6492,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,September,36,Sunday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Sport-100,13.0863,Southwest,United States,North America,Helmets,Accessories,September,37,Monday,Autumn,34.99,34.99,13.0863,21.9037
1,ML Mountain Tire,11.2163,Canada,Canada,North America,Tires and Tubes,Accessories,September,37,Monday,Autumn,29.99,29.99,11.2163,18.773699999999998
1,Mountain-200,1105.81,Southwest,United States,North America,Mountain Bikes,Bikes,September,37,Tuesday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Women's Mountain Shorts,26.1763,Southwest,United States,North America,Shorts,Clothing,September,37,Tuesday,Autumn,69.99,69.99,26.1763,43.8137
1,Water Bottle,1.8663,Canada,Canada,North America,Bottles and Cages,Accessories,September,37,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Water Bottle,1.8663,France,France,Europe,Bottles and Cages,Accessories,September,37,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,Australia,Australia,Pacific,Bottles and Cages,Accessories,September,37,Tuesday,Autumn,9.99,9.99,3.7363,6.2537
1,Cycling Cap,5.7052,United Kingdom,United Kingdom,Europe,Caps,Clothing,September,37,Tuesday,Autumn,8.6442,8.6442,5.7052,2.939
1,HL Mountain Tire,13.09,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,37,Wednesday,Autumn,35.0,35.0,13.09,21.91
1,Touring-1000,1481.9379,United Kingdom,United Kingdom,Europe,Touring Bikes,Bikes,September,37,Wednesday,Autumn,2384.07,2384.07,1481.9379,902.1321000000003
1,Road-550-W,605.6492,Northwest,United States,North America,Road Bikes,Bikes,September,37,Thursday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Sport-100,12.0278,Canada,Canada,North America,Helmets,Accessories,September,37,Thursday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Road Bottle Cage,3.3623,Canada,Canada,North America,Bottles and Cages,Accessories,September,37,Thursday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Road Tire Tube,1.4923,Canada,Canada,North America,Tires and Tubes,Accessories,September,37,Thursday,Autumn,3.99,3.99,1.4923,2.4977
1,Road Tire Tube,1.4923,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,37,Thursday,Autumn,3.99,3.99,1.4923,2.4977
1,Touring Tire Tube,1.8663,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,37,Thursday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,Northwest,United States,North America,Bottles and Cages,Accessories,September,37,Friday,Autumn,9.99,9.99,3.7363,6.2537
1,HL Mountain Tire,13.09,Northwest,United States,North America,Tires and Tubes,Accessories,September,37,Friday,Autumn,35.0,35.0,13.09,21.91
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,September,37,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
2,Mountain Bottle Cage,7.4726,Canada,Canada,North America,Bottles and Cages,Accessories,September,37,Friday,Autumn,19.98,39.96,14.9452,25.0148
1,Road Tire Tube,1.4923,Canada,Canada,North America,Tires and Tubes,Accessories,September,37,Friday,Autumn,3.99,3.99,1.4923,2.4977
1,Half-Finger Gloves,9.7136,Southwest,United States,North America,Gloves,Clothing,September,37,Saturday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Half-Finger Gloves,9.7136,Canada,Canada,North America,Gloves,Clothing,September,37,Saturday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Sport-100,13.0863,Germany,Germany,Europe,Helmets,Accessories,September,37,Saturday,Autumn,34.99,34.99,13.0863,21.9037
1,HL Road Tire,12.1924,Northwest,United States,North America,Tires and Tubes,Accessories,September,37,Sunday,Autumn,32.6,32.6,12.1924,20.407600000000002
1,Road-250,1320.6838,Germany,Germany,Europe,Road Bikes,Bikes,September,37,Sunday,Autumn,2181.5625,2181.5625,1320.6838,860.8787
1,Road Tire Tube,1.4923,Australia,Australia,Pacific,Tires and Tubes,Accessories,September,37,Sunday,Autumn,3.99,3.99,1.4923,2.4977
1,Sport-100,12.0278,Northwest,United States,North America,Helmets,Accessories,September,38,Monday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Road-550-W,605.6492,Northwest,United States,North America,Road Bikes,Bikes,September,38,Monday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Mountain Tire Tube,1.8663,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,LL Road Tire,8.0373,Canada,Canada,North America,Tires and Tubes,Accessories,September,38,Monday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Road-350-W,1082.51,United Kingdom,United Kingdom,Europe,Road Bikes,Bikes,September,38,Monday,Autumn,1700.99,1700.99,1082.51,618.48
1,Road-550-W,605.6492,Canada,Canada,North America,Road Bikes,Bikes,September,38,Tuesday,Autumn,1000.4375,1000.4375,605.6492,394.78830000000005
1,Road Bottle Cage,3.3623,Canada,Canada,North America,Bottles and Cages,Accessories,September,38,Tuesday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Water Bottle,1.8663,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,September,38,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,LL Road Tire,8.0373,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,38,Tuesday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,LL Road Tire,8.0373,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Wednesday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,September,38,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Patch kit,0.8565,France,France,Europe,Tires and Tubes,Accessories,September,38,Wednesday,Autumn,2.29,2.29,0.8565,1.4335
1,Road Tire Tube,1.4923,France,France,Europe,Tires and Tubes,Accessories,September,38,Wednesday,Autumn,3.99,3.99,1.4923,2.4977
1,LL Mountain Tire,9.3463,Southwest,United States,North America,Tires and Tubes,Accessories,September,38,Thursday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,September,38,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Half-Finger Gloves,9.7136,Canada,Canada,North America,Gloves,Clothing,September,38,Friday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Short-Sleeve Classic Jersey,41.5723,Germany,Germany,Europe,Jerseys,Clothing,September,38,Friday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,Touring Tire,10.8423,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,38,Friday,Autumn,28.99,28.99,10.8423,18.1477
1,Touring-1000,1481.9379,United Kingdom,United Kingdom,Europe,Touring Bikes,Bikes,September,38,Friday,Autumn,2384.07,2384.07,1481.9379,902.1321000000003
1,Long-Sleeve Logo Jersey,31.7244,Northwest,United States,North America,Jerseys,Clothing,September,38,Saturday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,LL Mountain Tire,9.3463,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Saturday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Women's Mountain Shorts,26.1763,Canada,Canada,North America,Shorts,Clothing,September,38,Saturday,Autumn,69.99,69.99,26.1763,43.8137
1,Sport-100,12.0278,United Kingdom,United Kingdom,Europe,Helmets,Accessories,September,38,Saturday,Autumn,33.6442,33.6442,12.0278,21.6164
1,ML Road Tire,9.3463,Northwest,United States,North America,Tires and Tubes,Accessories,September,38,Sunday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Mountain Tire Tube,1.8663,France,France,Europe,Tires and Tubes,Accessories,September,38,Sunday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Hitch Rack - 4-Bike,44.88,Northwest,United States,North America,Bike Racks,Accessories,September,39,Monday,Autumn,120.0,120.0,44.88,75.12
1,LL Road Tire,8.0373,Northwest,United States,North America,Tires and Tubes,Accessories,September,39,Monday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Mountain-500,308.2179,Northwest,United States,North America,Mountain Bikes,Bikes,September,39,Monday,Autumn,564.99,564.99,308.2179,256.7721
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,September,39,Monday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Fender Set - Mountain,8.2205,Southwest,United States,North America,Fenders,Accessories,September,39,Monday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Sport-100,12.0278,Canada,Canada,North America,Helmets,Accessories,September,39,Monday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Road Tire Tube,1.4923,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Monday,Autumn,3.99,3.99,1.4923,2.4977
1,ML Mountain Tire,11.2163,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Monday,Autumn,29.99,29.99,11.2163,18.773699999999998
1,Road-350-W,1082.51,Germany,Germany,Europe,Road Bikes,Bikes,September,39,Monday,Autumn,1700.99,1700.99,1082.51,618.48
1,Short-Sleeve Classic Jersey,41.5723,Australia,Australia,Pacific,Jerseys,Clothing,September,39,Monday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,Mountain Tire Tube,1.8663,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Tuesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Long-Sleeve Logo Jersey,31.7244,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,September,39,Tuesday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,Water Bottle,1.8663,Northwest,United States,North America,Bottles and Cages,Accessories,September,39,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Tire Tube,1.8663,Canada,Canada,North America,Tires and Tubes,Accessories,September,39,Wednesday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Long-Sleeve Logo Jersey,31.7244,Germany,Germany,Europe,Jerseys,Clothing,September,39,Wednesday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,Cycling Cap,5.7052,Australia,Australia,Pacific,Caps,Clothing,September,39,Wednesday,Autumn,8.6442,8.6442,5.7052,2.939
1,Mountain Tire Tube,1.8663,Canada,Canada,North America,Tires and Tubes,Accessories,September,39,Thursday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,HL Road Tire,12.1924,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,39,Thursday,Autumn,32.6,32.6,12.1924,20.407600000000002
1,Classic Vest,23.749,Northwest,United States,North America,Vests,Clothing,September,39,Friday,Autumn,63.5,63.5,23.749,39.751000000000005
1,Road-750,343.6496,Southwest,United States,North America,Road Bikes,Bikes,September,39,Friday,Autumn,539.99,539.99,343.6496,196.3404
2,Mountain Tire Tube,3.7326,Canada,Canada,North America,Tires and Tubes,Accessories,September,39,Friday,Autumn,9.98,19.96,7.4652,12.494800000000001
1,LL Road Tire,8.0373,Germany,Germany,Europe,Tires and Tubes,Accessories,September,39,Friday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Road-750,343.6496,Australia,Australia,Pacific,Road Bikes,Bikes,September,39,Friday,Autumn,539.99,539.99,343.6496,196.3404
1,Mountain Tire Tube,1.8663,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,September,39,Friday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,Southwest,United States,North America,Bottles and Cages,Accessories,October,39,Saturday,Autumn,9.99,9.99,3.7363,6.2537
1,Long-Sleeve Logo Jersey,31.7244,Canada,Canada,North America,Jerseys,Clothing,October,39,Saturday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,Mountain-200,1105.81,United Kingdom,United Kingdom,Europe,Mountain Bikes,Bikes,October,39,Saturday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Water Bottle,1.8663,United Kingdom,United Kingdom,Europe,Bottles and Cages,Accessories,October,39,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Tire Tube,1.8663,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,39,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Patch kit,0.8565,Northwest,United States,North America,Tires and Tubes,Accessories,October,39,Sunday,Autumn,2.29,2.29,0.8565,1.4335
1,LL Mountain Tire,9.3463,Northwest,United States,North America,Tires and Tubes,Accessories,October,39,Sunday,Autumn,24.99,24.99,9.3463,15.643699999999999
1,Sport-100,13.0863,Southwest,United States,North America,Helmets,Accessories,October,39,Sunday,Autumn,34.99,34.99,13.0863,21.9037
1,Road Tire Tube,1.4923,Southwest,United States,North America,Tires and Tubes,Accessories,October,39,Sunday,Autumn,3.99,3.99,1.4923,2.4977
1,Sport-100,12.0278,Australia,Australia,Pacific,Helmets,Accessories,October,39,Sunday,Autumn,33.6442,33.6442,12.0278,21.6164
1,Road Tire Tube,1.4923,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,39,Sunday,Autumn,3.99,3.99,1.4923,2.4977
1,Mountain-200,1117.8559,Germany,Germany,Europe,Mountain Bikes,Bikes,October,40,Monday,Autumn,2071.4196,2071.4196,1117.8559,953.5637000000002
1,Road Bottle Cage,3.3623,Southwest,United States,North America,Bottles and Cages,Accessories,October,40,Tuesday,Autumn,8.99,8.99,3.3623,5.627700000000001
1,Hydration Pack,20.5663,Southwest,United States,North America,Hydration Packs,Accessories,October,40,Tuesday,Autumn,54.99,54.99,20.5663,34.423700000000004
1,Patch kit,0.8565,Canada,Canada,North America,Tires and Tubes,Accessories,October,40,Tuesday,Autumn,2.29,2.29,0.8565,1.4335
1,Sport-100,13.0863,Australia,Australia,Pacific,Helmets,Accessories,October,40,Tuesday,Autumn,34.99,34.99,13.0863,21.9037
1,Fender Set - Mountain,8.2205,Northwest,United States,North America,Fenders,Accessories,October,40,Wednesday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Patch kit,0.8565,Canada,Canada,North America,Tires and Tubes,Accessories,October,40,Wednesday,Autumn,2.29,2.29,0.8565,1.4335
1,Half-Finger Gloves,9.7136,United Kingdom,United Kingdom,Europe,Gloves,Clothing,October,40,Wednesday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Fender Set - Mountain,8.2205,Southwest,United States,North America,Fenders,Accessories,October,40,Thursday,Autumn,21.98,21.98,8.2205,13.759500000000001
1,Cycling Cap,5.7052,Australia,Australia,Pacific,Caps,Clothing,October,40,Thursday,Autumn,8.6442,8.6442,5.7052,2.939
1,Mountain-200,1105.81,Australia,Australia,Pacific,Mountain Bikes,Bikes,October,40,Thursday,Autumn,2049.0982,2049.0982,1105.81,943.2882
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,40,Thursday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Mountain Bottle Cage,3.7363,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,40,Thursday,Autumn,9.99,9.99,3.7363,6.2537
1,Short-Sleeve Classic Jersey,41.5723,Australia,Australia,Pacific,Jerseys,Clothing,October,40,Thursday,Autumn,53.99,53.99,41.5723,12.417700000000004
1,LL Road Tire,8.0373,Canada,Canada,North America,Tires and Tubes,Accessories,October,40,Friday,Autumn,21.49,21.49,8.0373,13.452699999999998
1,Long-Sleeve Logo Jersey,31.7244,United Kingdom,United Kingdom,Europe,Jerseys,Clothing,October,40,Friday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,ML Mountain Tire,11.2163,Northwest,United States,North America,Tires and Tubes,Accessories,October,40,Saturday,Autumn,29.99,29.99,11.2163,18.773699999999998
1,Water Bottle,1.8663,Southwest,United States,North America,Bottles and Cages,Accessories,October,40,Saturday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Patch kit,0.8565,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,40,Saturday,Autumn,2.29,2.29,0.8565,1.4335
1,HL Road Tire,12.1924,Australia,Australia,Pacific,Tires and Tubes,Accessories,October,40,Saturday,Autumn,32.6,32.6,12.1924,20.407600000000002
1,Cycling Cap,5.7052,Northwest,United States,North America,Caps,Clothing,October,40,Sunday,Autumn,8.6442,8.6442,5.7052,2.939
1,Mountain Bottle Cage,3.7363,Northwest,United States,North America,Bottles and Cages,Accessories,October,40,Sunday,Autumn,9.99,9.99,3.7363,6.2537
1,Cycling Cap,5.7052,Southwest,United States,North America,Caps,Clothing,October,40,Sunday,Autumn,8.6442,8.6442,5.7052,2.939
1,Long-Sleeve Logo Jersey,31.7244,France,France,Europe,Jerseys,Clothing,October,40,Sunday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,Touring Tire Tube,1.8663,France,France,Europe,Tires and Tubes,Accessories,October,40,Sunday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Long-Sleeve Logo Jersey,31.7244,Germany,Germany,Europe,Jerseys,Clothing,October,40,Sunday,Autumn,48.0673,48.0673,31.7244,16.342900000000004
1,Water Bottle,1.8663,Australia,Australia,Pacific,Bottles and Cages,Accessories,October,40,Sunday,Autumn,4.99,4.99,1.8663,3.1237000000000004
1,Half-Finger Gloves,9.7136,United Kingdom,United Kingdom,Europe,Gloves,Clothing,October,40,Sunday,Autumn,23.5481,23.5481,9.7136,13.834500000000002
1,Patch kit,0.8565,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,40,Sunday,Autumn,2.29,2.29,0.8565,1.4335
1,Road Tire Tube,1.4923,United Kingdom,United Kingdom,Europe,Tires and Tubes,Accessories,October,40,Sunday,Autumn,3.99,3.99,1.4923,2.4977
